name,address,longitude,latitude,capacity,county,district,village,disaster_types,indoor,outdoor,suitable_for_vulnerable,manager,phone,risk_level,risk_distance
景華公園,臺北市文山區景興路與景華街交叉口,121.5446,24.9956,1350,臺北市,臺北市文山區,,震災,False,True,True,高奕翔,2788-4255,Low Risk,0
智光商工,永和區智光里中正路100號,121.5143,24.9957,722,新北市,新北市永和區,智光里,"震災,土石流,海嘯",True,True,False,張傳奇,29432491#220,Low Risk,0
木柵高工,文山區木柵路4段77號,121.5719,24.9959,169,臺北市,臺北市文山區,,"水災,震災",True,False,False,蔡明雄,02-22300506#601,Low Risk,0
景興國小,文山區景華街150巷21號,121.5482,24.9961,126,臺北市,臺北市文山區,興安里,"水災,震災",True,False,False,張郁敏,02-29329438#41,Medium Risk,1000
景興國中,文山區景興路46巷2號,121.5443,24.9962,100,臺北市,臺北市文山區,,"水災,震災",True,False,False,朱美銀,02-29323794#130,Medium Risk,1000
臺北市文山運動中心,興隆路三段222號,121.5443,24.9962,189,臺北市,臺北市文山區,興得里,震災,True,False,False,劉宜庭,2570-2330轉6423,Medium Risk,500
文林國小,千歲街59號,121.426072,24.997757,1151,新北市,新北市樹林區,潭底里,"震災,土石流",True,True,False,事務組長安臺興,26812625轉841,High Risk,500
民權市民活動中心,永和區民族里民權路60號,121.5199,24.998,125,新北市,新北市永和區,民族里,"水災,震災,土石流,海嘯",True,False,False,王晨燁,29282828#111,Medium Risk,500
重慶國中,國慶路221號,121.4632,24.9982,2826,新北市,新北市板橋區,重慶里,"水災,震災,土石流,海嘯",True,True,False,陳冠樺組長,29543001504,High Risk,2000
中和區公所,中和區景平路634之2號,121.5002,24.9982,65,新北市,新北市中和區,漳和里,"水災,震災,土石流,海嘯",True,False,True,劉師政,02-22482688＃286,High Risk,0
阿柔市民活動中心,阿柔里阿柔洋62號,121.6072,24.9983,57,新北市,新北市深坑區,阿柔里,"震災,土石流,海嘯",True,False,True,羅定國林進發,2.66E+15,Medium Risk,0
溪崑國中,大觀路三段50巷30號,121.4313,24.9984,785,新北市,新北市板橋區,崑崙里,"水災,震災",True,True,True,彭素櫻組長,26869729383,Medium Risk,500
自強國小,中和區莒光路200號,121.4719,24.9985,562,新北市,新北市中和區,自強里,"水災,震災,土石流,海嘯",True,True,True,劉師政,02-22482688＃286,Medium Risk,0
志清國小,文山區景福街21巷5號,121.5388,24.9987,35,臺北市,臺北市文山區,,"水災,震災",True,False,True,王信傑,02-29323875#40,Low Risk,500
自強國中,中和區莒光路191號,121.4726,24.9988,936,新北市,新北市中和區,明穗里,"水災,震災,土石流,海嘯",True,True,False,劉師政,02-22482688#286,Medium Risk,2000
興華國小,臺北市文山區興隆路3段125巷6號,121.5587,24.9988,30,臺北市,臺北市文山區,,"水災,震災",True,False,False,呂昌諭,02-22393070#130,Low Risk,2000
積穗國小,中和區員山路154號,121.4814,24.9991,545,新北市,新北市中和區,文元里,"水災,震災,土石流,海嘯",True,True,True,劉師政,02-22482688#286,High Risk,1000
秀朗國小,永和區民權里得和路202號,121.5214,24.9997,2124,新北市,新北市永和區,民權里,"水災,震災,土石流,海嘯",True,True,False,劉思亭,02-29420451#5502,Low Risk,2000
中和國小,中和區中和路100號,121.5016,24.9999,2866,新北市,新北市中和區,漳和里,"水災,震災,土石流,海嘯",True,True,True,劉師政,02-22482688＃286,Medium Risk,500
士東國小,中山北路六段392號,121.0,25.0,63,臺北市,臺北市士林區,蘭雅里,,False,False,False,吳志豪,02-28710064,High Risk,2000
積穗國中,中和區民安街66號,121.4798,25.0004,597,新北市,新北市中和區,嘉新里,"水災,震災,土石流,海嘯",True,True,False,劉師政,02-22482688＃286,High Risk,1000
萬芳高中,文山區興隆路3段115巷1號,121.5588,25.0005,131,臺北市,臺北市文山區,,"水災,震災",True,False,False,張盈霏,02-22309585#500,High Risk,0
萬順市民活動中心,萬順里北深路3段107巷26號,121.6041,25.0008,22,新北市,新北市深坑區,萬順里,"震災,土石流,海嘯",True,False,False,楊文得-許添丁,26622208-26621959,Low Risk,500
鶴齡交誼中心,廟美街6巷3號2、4樓,121.5011,25.0014,82,新北市,新北市中和區,枋寮里,"水災,震災,土石流,海嘯",True,False,True,劉師政,02-22482688#286,Medium Risk,0
南山高中,中和區廣福路41號,121.5034,25.0016,2130,新北市,新北市中和區,枋寮里,"水災,震災,土石流,海嘯",True,True,False,劉師政,02-22482688＃286,High Risk,1000
興德國小,文山區興隆路2段235號,121.5508,25.0017,30,臺北市,臺北市文山區,,"水災,震災",True,False,False,朱雅菁,02-29329431#35,High Risk,1000
深坑國中,深坑里文化路41號,121.6183,25.0017,304,新北市,新北市深坑區,深坑里,"水災,震災,土石流,海嘯",True,True,True,陳春男-林玉葉,2662145510-2662145517,High Risk,1000
深坑國小,深坑里文化路45號,121.6169,25.0018,632,新北市,新北市深坑區,深坑里,"水災,震災,土石流,海嘯",True,True,True,張嘉榮-陳佑瑜,02-26624675,Low Risk,0
萬芳國小,文山區萬和街1號,121.5673,25.0019,135,臺北市,臺北市文山區,萬美里,"水災,震災",True,False,False,何寶妍,2230-1232#31,Low Risk,0
武林國小,保安街二段151號,121.415438,25.002028,822,新北市,新北市樹林區,金寮里,"震災,土石流,海嘯",True,True,False,事務組長陳寶賢,26812475轉831,Medium Risk,0
博嘉國小,文山區木柵路4段159巷14之1號,121.5758,25.0021,30,臺北市,臺北市文山區,,"水災,震災",True,False,False,陳逸儒,02-22302585#130,Low Risk,0
中山國小,大觀路二段59巷31號,121.4477,25.0023,1136,新北市,新北市板橋區,中山里,震災,True,True,False,林柏丞組長,22755313222,High Risk,1000
興隆國小,文山區福興路2號,121.5519,25.0024,133,臺北市,臺北市文山區,興旺里,"水災,震災",True,False,True,張仁傑,02-29323131#511,Medium Risk,1000
深坑市民活動中心,深坑里北深路2段166號,121.6147,25.0025,36,新北市,新北市深坑區,深坑里,"水災,震災,土石流,海嘯",True,False,False,張松林-張阿免,26622723-26624911,High Risk,500
深坑區公所,深坑里深坑街10號,121.616,25.0025,100,新北市,新北市深坑區,深坑里,"水災,震災,土石流,海嘯",True,False,False,陳東梧,02-26623116256,High Risk,500
漳和國中,中和區廣福路39號,121.5055,25.0027,1067,新北市,新北市中和區,枋寮里,"水災,震災,土石流,海嘯",True,True,True,劉師政,02-22482688＃286,Low Risk,0
興德里營區,興德路55號,121.5571,25.0029,200,臺北市,臺北市文山區,興昌里,"水災,震災",True,False,False,李德龍上尉,02-23140177,Medium Risk,2000
後埔國小,重慶路157號,121.4627,25.0033,703,新北市,新北市板橋區,福星里,"水災,震災",True,True,False,林淑茹組長,29614142-50,Low Risk,2000
復興商工,永和區得和里秀朗路一段201號,121.5186,25.0035,827,新北市,新北市永和區,得和里,"水災,震災,土石流,海嘯",True,True,False,羅保羅,02-29262121223,Low Risk,1000
永和國小,永和區潭墘里秀朗路一段120號,121.517,25.0036,1329,新北市,新北市永和區,潭墘里,"水災,震災,土石流,海嘯",True,True,False,賀仲民,29214615#401,Medium Risk,1000
武功國小,臺北市文山區興隆路1段68號,121.5405,25.0039,50,臺北市,臺北市文山區,,"水災,震災",True,False,False,陳冠任,02-29314360#19,High Risk,1000
福和國中,永和區秀和里永利路71號,121.5209,25.004,1401,新北市,新北市永和區,秀和里,"水災,震災,土石流,海嘯",True,True,False,黃議賢,02-29289493#261,High Risk,500
東南科技大學,萬福里北深路3段152號,121.6047,25.0044,916,新北市,新北市深坑區,萬福里,"水災,震災,土石流,海嘯",True,True,True,王辰祉-黃志衡,86625802-86625802-86625800夜,Medium Risk,500
忠孝國中,成都街30號,121.4616,25.0048,191,新北市,新北市板橋區,福星里,"水災,震災,土石流,海嘯",True,True,False,黃莉晴組長,29631350232,High Risk,1000
萬福國小,文山區羅斯福路5段170巷32號,121.5367,25.0048,32,臺北市,臺北市文山區,,"水災,震災",True,False,False,呂昌諭,02-22393070#130,Medium Risk,1000
興福國中,文山區福興路80號,121.5497,25.0049,300,臺北市,臺北市文山區,,"水災,震災",True,False,False,詹琦斌,02-29322024#400,Medium Risk,1000
昇高市民活動中心,昇高里旺耽路25號,121.6287,25.0049,87,新北市,新北市深坑區,昇高里,"水災,震災,土石流,海嘯",True,False,True,李傳震潘淑妙,2.66E+15,Low Risk,2000
實踐國小,實踐路93巷51號,121.4664,25.005,1018,新北市,新北市板橋區,國泰里,"水災,土石流",True,True,False,黃宜寧組長,29531233142,Medium Risk,500
東勢市民活動中心,竿蓁林62-1號,121.7508,25.0052,25,新北市,新北市平溪區,東勢里,"水災,震災,土石流",True,False,False,李元裕,02-24951510#151,Low Risk,2000
嶺腳市民活動中心,嶺腳寮14號,121.7508,25.0052,47,新北市,新北市平溪區,嶺腳里,"水災,震災,土石流",True,False,True,李元裕,02-24951510#151,High Risk,2000
直潭派出所,新北市新店區直潭十街2號,121.456585,25.005939,75,新北市,新北市新店區,塗潭里,"水災,震災,土石流",False,False,False,吳英同,29112281#1209,High Risk,1000
山北市民活動中心,莊敬路49巷29弄2號,121.5016,25.0061,92,新北市,新北市中和區,福美里,"水災,震災,土石流,海嘯",True,False,False,劉師政,02-22482688#286,High Risk,1000
辛亥國小,文山區辛亥路4段103號,121.5585,25.0063,30,臺北市,臺北市文山區,,"水災,震災",True,False,False,劉正湖,02-29357282#141,High Risk,0
三多國中,三多路101號,121.414672,25.006414,847,新北市,新北市樹林區,?寮里,"震災,土石流,海嘯",True,True,False,事務組長林正忠,86881501#502,Low Risk,0
永和國中,永和區秀和里國中路111號,121.5233,25.0067,1109,新北市,新北市永和區,秀和里,"水災,震災,土石流,海嘯",True,True,False,劉康君,29218878#203,High Risk,2000
育才國小,永和區永貞里福和路125巷20號,121.5216,25.0071,207,新北市,新北市永和區,永貞里,"水災,震災,土石流,海嘯",True,True,True,詹心儀,29214630#630,Medium Risk,500
永定國小,靜安路一段245號,121.688,25.0078,330,新北市,新北市石碇區,永定里,"水災,震災,土石流,海嘯",True,True,True,剛慶嚴/呂洸杰,02-26631288#22/#23,Medium Risk,1000
永平國小,永和區保安里保生路25號,121.5057,25.0081,943,新北市,新北市永和區,保安里,"震災,土石流,海嘯",True,True,False,郭俊尉,29259879#402,Medium Risk,1000
大觀國小,大觀路一段30號,121.4493,25.0086,1784,新北市,新北市板橋區,浮洲里,"水災,震災",True,True,False,江勃宏組長,29603373831,Low Risk,2000
土庫第1市民活動中心,土庫里北深路1段83巷8弄36號,121.6346,25.01,100,新北市,新北市深坑區,土庫里,"水災,震災,土石流,海嘯",True,False,False,高太郎里長李錫鈞,2.66E+15,High Risk,0
石碇綜合活動大樓,楓子林32-1號,121.6423,25.0101,200,新北市,新北市石碇區,豐林里,"水災,震災,土石流,海嘯",True,False,True,?志明/王俞婷,02-26631080#251#229,High Risk,500
海山高中,漢生東路215號,121.4709,25.0102,2122,新北市,新北市板橋區,深丘里,"水災,震災",True,True,False,王玟婷組長,29517475#300,High Risk,0
板橋國小,文化路一段23號,121.4582,25.0108,641,新北市,新北市板橋區,黃石里,"水災,震災",True,False,False,黃世榮主任,29686834831,Low Risk,0
永平高中,永和區保安里永平路205號,121.5086,25.0108,5315,新北市,新北市永和區,保安里,"震災,土石流,海嘯",True,True,False,林宛蓉,2231-9670轉232,Medium Risk,0
大觀國中,僑中一街1號,121.4485,25.0112,1611,新北市,新北市板橋區,浮洲里,"水災,震災,土石流,海嘯",True,True,False,林鳳穎組長,22725015831,Medium Risk,0
民族國中,大安區羅斯福路4段113巷13號,121.5388,25.0112,139,臺北市,臺北市大安區,學府里,水災,True,False,True,李培彰,02-27322935#234,High Risk,1000
臺北市大安運動中心,辛亥路三段55號,121.5388,25.0112,389,臺北市,臺北市大安區,臥龍里,震災,True,False,False,鄭景中,2570-2330轉6424,Medium Risk,1000
板橋高中,文化路一段25號,121.4591,25.0117,1136,新北市,新北市板橋區,黃石里,"水災,震災,土石流,海嘯",True,True,False,柳欽元組長,29602500430,Medium Risk,0
公館國小,臺北市大安區基隆路4段41巷68弄2號,121.5429,25.0124,50,臺北市,臺北市大安區,學府里,"水災,震災",True,False,False,柯怡安,27351734#230,Low Risk,500
石碇高中,八分寮45號,121.6426,25.0127,963,新北市,新北市石碇區,隆盛里,"水災,震災,土石流,海嘯",True,True,True,洪瑜堅/蔡育萃,02-26631224#300/301,Low Risk,2000
網溪國小,永和區上林里竹林路79號,121.5193,25.0129,853,新北市,新北市永和區,上林里,"水災,震災,土石流,海嘯",True,True,False,林盈宏,8926-4470轉800,Low Risk,500
民生公園市民活動中心,民生路一段30之1號,121.4768,25.0137,292,新北市,新北市板橋區,東丘里,"水災,震災,土石流,海嘯",True,False,False,黃素玲,02-29541201,Low Risk,500
臺北市中正運動中心,信義路一段1號,121.535,25.0137,250,臺北市,臺北市中正區,東門里,震災,True,False,False,紀孟祺,02-25702330-6427,High Risk,500
銘傳國小,大安區羅斯福路4段21號,121.5352,25.0142,161,臺北市,臺北市大安區,學府里,"水災,震災",True,False,False,連瑞琦,02-23639815#16,Low Risk,0
竹林小學,永和區勵行里竹林路34號,121.5173,25.0145,58,新北市,新北市永和區,勵行里,"水災,震災,土石流,海嘯",True,True,True,陳兆玉,3233-0272,Medium Risk,1000
光復國小,中和區光環路2段1號,121.4829,25.0148,855,新北市,新北市中和區,中原里,"水災,震災,土石流,海嘯",True,True,False,劉師政,02-22482688#286,High Risk,500
柑林國小,9鄰柑腳3號,121.804558,25.01513,133,新北市,新北市雙溪區,長源里,"水災,震災,土石流",False,False,False,宋翔怡,02-24931111#124,Medium Risk,0
虎子山,虎子山街,121.944391,25.015188,50,新北市,新北市貢寮區,福隆里,海嘯,False,True,False,吳憲彰、吳珮羽,02-24941601#255,Medium Risk,500
頂溪國小,永和區文化里文化路133號,121.5116,25.0155,888,新北市,新北市永和區,文化里,"震災,土石流,海嘯",True,True,False,廖嘉民,2921-2058#401,Medium Risk,500
及人國小,永和區新?里文化路172號,121.512,25.0157,1041,新北市,新北市永和區,新?里,"水災,震災,土石流,海嘯",True,True,False,陳浙雲,29212145#11,Low Risk,0
長源社區活動中心,柑腳19號,121.8028,25.0157,172,新北市,新北市雙溪區,長源里,"水災,震災,土石流",True,False,False,宋翔怡,02-24931111#124,Low Risk,1000
金甌女中,永和區復興里博愛街36號,121.5193,25.0158,239,新北市,新北市永和區,復興里,"水災,震災,土石流,海嘯",True,True,True,蘇柳村,23214765,High Risk,1000
福連國小,福連街1號,121.9888,25.0162,300,新北市,新北市貢寮區,福連里,"水災,震災,土石流",True,True,True,李煥榮,02-24991194#103,High Risk,2000
貢寮國中,嵩陽路42號,121.9071,25.0164,661,新北市,新北市貢寮區,龍崗里,"水災,震災,土石流,海嘯",True,True,False,陳致棋,02-24941941#130,Low Risk,0
三多國小,三福街52號,121.4059,25.016651,807,新北市,新北市樹林區,三福里,"震災,土石流,海嘯",True,True,False,事務組長董俊良,26880689#145,Medium Risk,2000
光復高中,光環路一段7號,121.4828,25.0168,416,新北市,新北市板橋區,富貴里,土石流,True,True,False,黃建國組長,29582366141,High Risk,2000
忠孝市民活動中心,忠孝街26巷8號,121.5153,25.0169,85,新北市,新北市永和區,頂溪里,"水災,震災,土石流,海嘯",True,False,False,陳威光,29249622,Low Risk,2000
福隆國小,東興街35號,121.9487,25.0171,430,新北市,新北市貢寮區,福隆里,"水災,震災,土石流,海嘯",True,True,False,林琪濟,02-24991449#12,Low Risk,1000
丹鳳國小,新北大道七段437號,121.4257,25.0175,297,新北市,新北市新莊區,雙鳳里,"震災,土石流,海嘯",True,True,False,邱雋弘,02-29929891,Low Risk,0
光復國小,中和區中原里光環路二段1號,121.484,25.0177,855,新北市,新北市板橋區,歡園里,"水災,震災,土石流",True,True,False,吳麥生組長,32348645661,Medium Risk,2000
靈鷲山無生道場,香蘭街7-1號,121.9729,25.0177,100,新北市,新北市貢寮區,福連里,"水災,震災,土石流,海嘯",True,False,False,釋法藏,02-24991100,Low Risk,0
埔墘國小,永豐街42之8號,121.4741,25.0181,628,新北市,新北市板橋區,光仁里,"水災,震災",True,True,False,顧琪芳組長,29616690311,Low Risk,0
福隆青少年活動中心,福隆里福隆街60號,121.9457,25.0184,403,新北市,新北市貢寮區,福隆里,"震災,土石流",True,False,False,吳憲彰,02-24991456,Low Risk,1000
中山國中,文化路一段188巷56號,121.4676,25.0185,2280,新北市,新北市板橋區,新民里,"震災,土石流,海嘯",True,True,False,何秀滿組長,22508250232,Low Risk,2000
外柑市民活動中心,外柑腳49號,121.807814,25.018517,72,新北市,新北市雙溪區,外柑里,"水災,震災,土石流",False,False,False,宋翔怡,02-24931111#124,High Risk,2000
芳和國中,臺北市大安區臥龍街170號,121.5503,25.0187,30,臺北市,臺北市大安區,芳和里,"水災,震災",True,False,True,何孟蒔,02-27321961#501,High Risk,0
螢橋國中,中正區汀州路3段四號,121.5265,25.019,52,臺北市,臺北市中正區,,水災,True,False,False,陳正泰,02-23688667#230,Low Risk,500
國光國小,中正路325巷30號,121.4533,25.0194,1211,新北市,新北市板橋區,香社里,"水災,震災",True,True,False,陳金鶴組長,29680611702,Medium Risk,1000
大安國小,臺北市大安區臥龍街129號,121.5496,25.0195,60,臺北市,臺北市大安區,芳和里,水災,True,False,False,楊金龍,02-27322332#831,High Risk,1000
和平高中,大安區臥龍街100號,121.5491,25.0196,300,臺北市,臺北市大安區,芳和里,"水災,震災",True,False,False,楊廣銓,02-27324300#151,Low Risk,1000
板橋莊敬市民活動中心,民生路二段120號,121.4708,25.0197,188,新北市,新北市板橋區,莊敬里,"水災,震災,土石流,海嘯",True,False,False,高惠華,02-22514289,High Risk,1000
貢寮市民活動中心,長泰路18-2號,121.9075,25.0206,176,新北市,新北市貢寮區,貢寮里,"水災,震災,土石流,海嘯",True,False,True,吳珮羽,02-24941601#255,High Risk,2000
古亭國小,大安區羅斯福路3段,121.5285,25.0207,62,臺北市,臺北市大安區,古風里,"水災,震災",True,False,False,林勝和,02-23639795#831,Medium Risk,2000
四維市民活動中心,四維路186巷2號,121.421825,25.021171,300,新北市,新北市新莊區,南港里,"水災,震災",True,False,True,邱雋弘,02-29929891#135,Low Risk,500
裕民行政大樓,裕民路136號,121.4162,25.0212,300,新北市,新北市新莊區,裕民里,水災,True,False,True,邱雋弘,02-29929891#135,Low Risk,1000
中平國中,中平路385號,121.4278,25.0216,1384,新北市,新北市新莊區,立廷里,"震災,土石流,海嘯",True,True,False,邱雋弘,02-29929891,Medium Risk,1000
榮富國小,中和街193號,121.418,25.0219,2819,新北市,新北市新莊區,中平里,"水災,土石流,海嘯",True,True,False,邱雋弘,02-29929891,Medium Risk,0
貢寮國小,學苑街7號,121.9151,25.022,633,新北市,新北市貢寮區,雙玉里,"震災,土石流,海嘯",True,True,False,莊金坤,02-24941274#213,Low Risk,2000
青年公園,臺北市萬華區水源路199號,121.507,25.0221,33756,臺北市,臺北市萬華區,騰雲里,震災,False,True,True,呂芳金,2303-2451,Low Risk,1000
白石市民活動中心,9鄰靜安路2段241號,121.7247,25.0221,49,新北市,新北市平溪區,白石里,"水災,震災,土石流",True,False,False,李元裕,02-24951510#151,Medium Risk,500
文德國小,英士路179號,121.4585,25.0225,1207,新北市,新北市板橋區,幸福里,震災,True,True,False,許文浩組長,2257719363,High Risk,500
薯榔市民活動中心,靜安路二段63號,121.728154,25.022689,61,新北市,新北市平溪區,薯榔里,"水災,震災,土石流",True,False,True,李元裕,02-24951510#151,High Risk,2000
萬大國小,大同區萬大路346號,121.4993,25.023,66,臺北市,臺北市萬華區,全德里,"水災,震災",True,False,False,李惠怡,02-23037654#312,Medium Risk,500
青年公園棒球場,水源路199號,121.4978,25.0231,68,臺北市,臺北市萬華區,騰雲里,震災,True,False,False,楊璟嘉,02-25702330#6507,High Risk,500
東園國小,臺北市萬華區東園街195號,121.4978,25.0231,102,臺北市,臺北市萬華區,全德里,震災,True,False,False,張瑞庭,02-23034803#1501,Medium Risk,2000
臺北市萬華運動中心,西寧南路6之1號,121.4978,25.0231,226,臺北市,臺北市萬華區,福星里,震災,True,False,False,莊耘,2570-2330轉6429,High Risk,1000
河堤國小,中正區汀州路2段180號,121.5226,25.0232,30,臺北市,臺北市中正區,河堤里,"水災,震災",True,False,False,陳昱至,02-23677144#831,High Risk,1000
菁桐市民活動中心,菁桐街65-1號,121.7262,25.0235,104,新北市,新北市平溪區,菁桐里,"水災,震災,土石流",True,False,True,李元裕,02-24951510#151,Low Risk,500
平溪國中,靜安路二段295號,121.7336,25.0235,710,新北市,新北市平溪區,石底里,"水災,震災,土石流",True,True,True,李元裕,02-24951510#151,Low Risk,500
菁桐國小,菁桐街45號,121.7266,25.0236,310,新北市,新北市平溪區,菁桐里,"水災,震災,土石流",True,True,False,李元裕,02-24951510#151,High Risk,1000
龍安國小,大安區新生南路3段33號,121.5348,25.0239,120,臺北市,臺北市大安區,龍門里,"水災,震災",True,False,True,張振茂,02-23632077#730,High Risk,2000
板橋國中,中正路437號,121.4542,25.024,1628,新北市,新北市板橋區,中正里,"震災,土石流",True,True,False,蕭麗真主任,2.97E+11,Low Risk,500
中港國小,中港一街142號,121.4138,25.0242,695,新北市,新北市新莊區,立志里,"水災,土石流,海嘯",True,True,False,邱雋弘,02-29929891,Low Risk,0
昌平國小,昌平街200號,121.4238,25.0243,635,新北市,新北市新莊區,昌平里,"水災,震災,土石流,海嘯",True,False,False,邱雋弘,02-29929891,Low Risk,2000
古亭國中,中正區中華路2段465號,121.5106,25.0246,66,臺北市,臺北市中正區,永功里,"水災,震災",True,False,True,顏錦江,02-23090986#510,Medium Risk,500
平溪市民活動中心,公園街17號2樓,121.7371,25.0247,106,新北市,新北市平溪區,石底里,"水災,震災,土石流",True,True,True,李元裕,02-24951510#151,High Risk,500
新埔國中,新海路181號,121.4597,25.0249,3276,新北市,新北市板橋區,新海里,"水災,震災",True,True,False,吳國菁組長,22572275512,Low Risk,0
螢橋國小,中正區詔安街29號,121.5144,25.0249,63,臺北市,臺北市中正區,螢雪里,"水災,震災",True,False,False,王昭傑,23054620109,High Risk,0
龍門國中,大安區建國南路2段269號,121.538,25.0249,300,臺北市,臺北市大安區,龍門里,震災,True,False,False,金多齊,02-27330299#1402,Medium Risk,1000
新莊國中,中正路211號,121.4225,25.0253,1370,新北市,新北市新莊區,興漢里,"震災,土石流,海嘯",True,True,False,邱雋弘,02-29929891,Medium Risk,2000
平湖市民活動中心,大湖10號,121.7813,25.0256,71,新北市,新北市平溪區,平湖里,"水災,震災,土石流",True,False,False,李元裕,02-24951510#151,Low Risk,2000
豐年市民活動中心,豐年街57號之5,121.4283,25.0258,100,新北市,新北市新莊區,泰豐里,"水災,震災",True,False,True,邱雋弘,02-29929891#135,Medium Risk,1000
新和國小,萬華區西藏路125巷31號,121.5033,25.026,79,臺北市,臺北市萬華區,新安里,震災,True,False,True,梁世建,02-23038298#31,High Risk,2000
吳興國小,臺北市信義區松仁路226號,121.5686,25.026,60,臺北市,臺北市信義區,三張里,土石流,True,False,False,吳次寶,27200226#50,Low Risk,2000
莒光國小,莒光路163號,121.4736,25.0261,428,新北市,新北市板橋區,華翠里,"水災,震災",True,True,False,蘇賢龍組長,22517272109,High Risk,2000
西園國小,萬華區東園街73巷23號6樓,121.4988,25.0266,30,臺北市,臺北市萬華區,日善里,"水災,震災",True,False,False,林淑華,02-23030257#125,High Risk,2000
平溪國小,平溪街56號,121.7376,25.0272,525,新北市,新北市平溪區,平溪里,"水災,震災,土石流",True,True,True,李元裕,02-24951510#151,Medium Risk,2000
昭惠廟,龍門街74-1號,121.9316,25.0273,50,新北市,新北市貢寮區,龍門里,"水災,震災,土石流,海嘯",True,False,False,吳世揚,02-24941556,Medium Risk,0
雙園國中,萬華區興義街2號,121.4927,25.0276,30,臺北市,臺北市萬華區,和德里,"水災,震災",True,False,True,章譽鐘,02-23030827#140,Medium Risk,2000
華江高中,萬華區西藏路213號,121.4962,25.0285,300,臺北市,臺北市萬華區,日善里,"水災,震災",True,False,False,陳昭葳,02-23019946#105,Medium Risk,0
信義國中,信義區松仁路158巷1號,121.5679,25.0286,361,臺北市,臺北市信義區,三張里,水災,True,False,True,劉志賢,02-27236771#511,Medium Risk,2000
江翠國中,松江街63號,121.4684,25.0289,2895,新北市,新北市板橋區,文化里,"水災,震災,土石流,海嘯",True,True,False,賴建男組長,22568560/2251800761,Low Risk,1000
上林國小,內平林60號,121.832,25.029,1309,新北市,新北市雙溪區,上林里,"水災,震災,土石流",True,True,False,宋翔怡,02-24931111轉124,High Risk,500
萬華國中,萬華區西藏路201號,121.4987,25.0291,50,臺北市,臺北市萬華區,,"水災,震災",True,False,False,張幸愉,02-23394567#130,High Risk,0
牡丹心市民活動中心,雙鳳路75號5樓,121.4431,25.0294,300,新北市,新北市新莊區,雙鳳里,"水災,土石流",True,False,True,邱雋弘,02-29929891#135,High Risk,2000
建安國小,大安區大安路2段99號,121.5461,25.0294,30,臺北市,臺北市大安區,龍雲里,"水災,震災",True,False,False,李昀容,02-27077719#140,High Risk,1000
文聖國小,文聖街86號,121.4772,25.0295,1023,新北市,新北市板橋區,龍翠里,震災,True,True,False,楊吉文組長,22530782813,Medium Risk,500
忠義國小,中正區中華路2段307巷17號,121.5062,25.0296,100,臺北市,臺北市中正區,忠勤里,水災,True,False,False,范綱發,02-23038752#230,High Risk,0
中華區民活動中心,中華路2段291號地下室,121.5045,25.0297,35,臺北市,臺北市中正區,,"水災,震災",True,False,False,張為閔,02-23416721,Low Risk,500
三興國小,信義區基隆路2段99號,121.558,25.0297,77,臺北市,臺北市信義區,景聯里,"水災,震災",True,False,False,蘇雪玲,27364687#51,Low Risk,1000
大安森林公園,臺北市大安區新生南路以東、信義路3段以南,121.5354,25.0301,47436,臺北市,臺北市大安區,龍門里,震災,False,True,True,呂芳金,2303-2451,High Risk,0
新生國小,大安區新生南路2段36號,121.5335,25.0304,35,臺北市,臺北市大安區,龍安里,"水災,震災",True,False,False,吳盈瑩,02-23913122#230,High Risk,500
瓊泰市民活動中心,瓊泰路85號,121.4467,25.0306,150,新北市,新北市新莊區,瓊林里,震災,True,False,True,邱雋弘,02-29929891#135,Low Risk,2000
大安國中,大安區大安路2段63號,121.5462,25.0307,274,臺北市,臺北市大安區,龍雲里,"水災,震災",True,False,False,林志豪,02-27557131#103,Low Risk,0
大理高中,萬華區長順街2號,121.4913,25.0308,300,臺北市,臺北市萬華區,綠堤里,"水災,震災",True,False,True,洪焌維,02-23026959#141,Medium Risk,500
思賢國小,自立街229號,121.4433,25.0309,285,新北市,新北市新莊區,自立里,"水災,震災,土石流,海嘯",True,True,False,邱雋弘,02-29929891,Low Risk,1000
雙園國小,萬華區莒光路315號,121.4975,25.0309,109,臺北市,臺北市萬華區,雙園里,水災,True,False,True,魯俊賢,02-23061893#131,Medium Risk,1000
國語實小,中正區南海路58號,121.511,25.0309,49,臺北市,臺北市中正區,龍光里,"水災,震災",True,False,True,匡秀蘭,23033555轉600,Medium Risk,0
大理國小,萬華區艋舺大道389號,121.4938,25.0312,84,臺北市,臺北市萬華區,綠堤里,"水災,震災",True,False,False,郭渝葶,23064311#1400,Medium Risk,500
建國中學,中正區南海路56號,121.5122,25.0312,300,臺北市,臺北市中正區,龍光里,"水災,震災",True,False,False,王鼎中,02-23034381#501,Medium Risk,0
金華國中,大安區新生南路2段32號,121.5331,25.0312,300,臺北市,臺北市大安區,福住里,"水災,震災",True,False,True,侯姿吟,02-33931799#501,Medium Risk,0
信義國小,信義區松勤街60號,121.5632,25.0318,150,臺北市,臺北市信義區,景新里,水災,True,False,False,蔡育婷,02-27204005#832,High Risk,500
共和社區活動中心,中山路41巷6號,121.8661,25.0318,100,新北市,新北市雙溪區,共和里,"水災,震災,土石流",True,False,True,宋翔怡,02-24931111#124,Low Risk,500
